Gal,nsa_mstar,pa_w,pa_w_sigma,paph,paph_e,pakn,pakn_e,pamod,pamod_e,inc_w,inc_w_ep,inc_w_em,vc_flat,vc_flat_err,bar_med,bar_upp,bar_low,om_med,om_upp,om_low,cr_med,cr_upp,cr_low,R_med,R_upp,R_low
25,9182-12703,11.0650042679316,121.52976598957969,0.9192158354338738,116.84955758372676,11.055170635358678,123.0,0.6666666666666666,120.06,0.79,31.46955283598258,36.46802373252405,25.62462978249389,278.0351672270384,3.058726005175997,8.67805188406964,10.439317149995937,7.177713037136242,32.010076792477655,38.55467684274545,27.530505296234526,7.773715343307538,9.59032299923339,6.532960441057528,0.9046662530793804,1.1764820507669047,0.6956630116981258
47,9187-3701,11.1570118690054,143.93325998889773,2.1212673125397083,109.13303794382566,4.330979514962274,146.0,3.0,141.87,0.76,42.01491757875909,47.51206466536197,35.85457958645071,105.16305406379348,1.460353771355771,9.529061303363388,10.327624821726358,8.825592171514176,8.248219978896781,10.503316210963382,6.3648811044218805,11.382574593262689,13.90905671180749,9.29495735099465,1.192973269112087,1.475790959178282,0.9552915393034214
46,9187-12704,10.9316329649509,78.18475149112517,0.9307763233991772,81.99352525174722,11.004852381032014,78.0,1.3333333333333333,78.36,0.33,41.95619188821327,43.70867434260112,40.14192212586784,214.45890039554263,1.2960775780023088,5.221172491362342,5.722591792333795,4.743834208796544,12.390133409825166,15.885738853426592,8.713880347619556,14.347979482413695,18.054296529935428,11.667270366080167,2.7473055690418176,3.524417071184107,2.206160831047563
26,9196-12701,11.0155263735423,123.87464840032784,2.191976222957699,116.84265495641328,4.957297788786458,120.0,0.3333333333333333,127.75,1.02,29.88977524715259,30.407125881937404,29.3641663868982,305.9481504296271,1.096360754644378,9.06508917629528,9.48749471067789,8.65083561564082,23.76768857604653,30.64430193483474,16.771251296429092,11.699639968520549,14.914028610168709,9.465741070142128,1.2925337558095928,1.6499858584021982,1.0385831214555974
53,9484-12703,10.6545028816115,117.9996577537928,1.6998300254957508,120.95685343544804,2.863381236741074,118.0,0.8333333333333334,111.62,2.3,27.389460282553863,29.35014755134719,25.28968951900864,277.3535573589507,5.785968517041092,6.404658762538893,6.699501697584313,6.102767033552875,32.605140585028025,38.060792436391,26.92973767966044,5.38233423441115,7.850167988715621,3.250072570682995,0.8434854051587702,1.227119178877727,0.5063270452245359
95,9490-6102,10.424733921605,165.43122278862913,0.9999000149975004,165.43233403318686,0.544948281327487,161.0,0.6666666666666666,158.75,5.33,58.283803328512136,62.35715999209612,54.02262336113104,212.0828985426229,4.234783908566399,5.785080085362424,6.867331345823683,4.896366234427156,27.901359049116685,32.7943397542282,21.367158750101268,6.709911161893358,8.91369232000522,5.378876194347531,1.1672102575687189,1.625440000771113,0.8741720337729416
96,9492-6101,10.4008696267298,6.0031355958363735,1.499662613863552,24.86225268666708,3.47534613046135,6.0,1.5,1.08,0.92,35.519546923528786,40.626199960368936,29.67344250138611,138.58094701321713,4.373892372555894,2.9422786638455563,3.381663279406552,2.542631674037158,24.91067356306578,30.09069051352976,20.52492164717473,3.678163260282025,5.227672474553074,2.2314992920819314,1.241581189860324,1.823062932468521,0.7430476199301973
27,9502-12703,11.1538816651389,21.99935473697104,1.2998700194967503,22.63607918433435,3.235139720615576,22.0,0.6666666666666666,14.91,0.93,42.00318071404082,49.94861818185113,32.56929228402465,245.19679927234432,2.3492851521230262,3.413319310701713,3.9075691436639617,3.01424915052014,29.3311830940363,37.05695016783653,23.71271442077982,7.868562425929718,9.34551965361396,6.511777571101673,2.2935177485475333,2.828101319019361,1.809425541073797
58,9867-12704,10.4944024876694,90.05746061328028,1.6466267287152538,92.22183624190016,2.3585882044393336,88.0,0.1666666666666666,82.83,0.9,50.97889678133575,53.99283099889888,47.83045706365477,202.54703368427263,1.8392465071047408,2.88908158715216,3.340309406802422,2.480955177256532,43.49311405680379,49.8810159441795,37.58364943743027,3.4204794821273543,4.982400853599104,1.836213026657439,1.172837762725602,1.7575049157035785,0.625723985511245
28,9881-12705,10.8111083620774,49.1892971790245,1.3322815966679384,53.21873290714674,2.5805672812196567,47.0,1.0,48.45,1.08,35.954876391400674,39.23118338406948,32.39668522706656,225.37917452634983,3.584336446113097,7.465074000797157,7.806915913624507,7.114699723813033,22.23672814788172,25.13901040697828,19.23353039775278,9.611073165111396,11.14586736779441,8.384248596722712,1.288879874863179,1.5085241093149149,1.1160126764149425
48,9890-12702,11.1602394254599,139.2500057683821,0.7070891041799029,139.36537341017137,4.306759796523988,139.0,0.5,139.5,0.23,42.16345129918278,42.868075722744976,41.449124634896414,240.64206829587403,0.9368574781001088,7.69151564319613,9.197073753680815,6.34449367421823,26.990993318134603,28.7835316627193,25.022890931888803,8.463633755477842,9.282042013306503,7.756990502022257,1.1042009651870806,1.3492323786763123,0.8956501819618886
50,9894-12702,10.7000644831791,6.926097980608711,1.1419137045027654,8.926444327394126,1.6303290669751982,5.0,0.1666666666666666,1.77,1.5,43.94811954534512,54.15489760234299,31.312985489953764,421.67980391676366,35.36347602459036,4.705011690214917,5.680478699097126,4.028282739238058,39.5699068437462,50.28000113803928,33.32923388761215,10.194602311742692,12.387437270847846,8.202437925818247,2.134592429906308,2.746097081329139,1.5916764524314198
74,10001-6102,10.6513668496221,55.19763360876206,1.0798920161973005,55.1965341354838,0.8162835760972137,59.0,0.5,62.39,0.74,55.30511873692933,62.31066952976267,47.6440087849793,296.88081361033323,27.39027628125806,4.308905667693953,5.316013963674778,3.492951441960856,38.72415310356351,45.15019865852668,31.756150471905325,8.391715483371716,12.26037039295367,4.898408073841091,1.9219041326956137,2.964207341981488,1.07285170539039
52,10213-12705,10.6716522028797,152.16714708248455,2.176900970041263,149.01493426733524,3.1639025967353334,155.0,0.3333333333333333,164.42,1.41,40.56036322976006,44.762904171189184,35.96110212190724,281.74179761478075,4.285531067943084,5.779996272173655,6.155165272584258,5.42692039072247,24.07264277898404,28.45409217808988,19.66598384594604,10.587497154244517,12.202115924813937,9.32117164710019,1.830449702396587,2.144944531726696,1.5836372223979591
29,10222-12704,11.1057010296246,148.70556472168522,0.7070891041799029,159.9999984258709,0.0019076680869564,149.0,0.5,148.41,0.87,23.83707283438199,26.175397383319066,21.25932613674576,346.4294201547301,2.652467231273901,7.221193102248243,8.319643295819654,6.2805115469706845,31.30276267774347,35.77593871497841,27.38205767810065,10.453758362870612,12.045261794579556,9.020668467188251,1.4441471619585302,1.763927284080593,1.1759883936749154
54,10510-6101,10.6544857019014,36.134162912488776,2.351442173219412,40.398002132595046,3.3516533258070207,32.0,0.3333333333333333,43.47,2.05,43.21540470353236,51.02876496362691,34.04082164349629,314.3940148902878,6.3561467704816925,4.859979662812561,6.538080851391154,3.5844334015551067,42.3032859051889,54.23689155160983,33.16598969991875,7.039651110189832,9.052053414048777,5.365062142710088,1.4357868081727458,2.13600146415106,0.9542199200169884
60,10518-9102,10.4760574059418,86.99772907249354,0.9999000149975004,74.06618308041541,7.7366965253857956,87.0,0.8333333333333334,77.22,3.99,41.79040250308454,44.396447898464736,39.04429343688036,197.9160511432968,9.0548578990863,5.013670762844735,5.255377384528144,4.774095700849089,28.080898566318577,30.62330478922521,25.50767055212876,6.051968939058934,6.721524317222833,5.341286080663838,1.2047518977732452,1.353978510067457,1.0550555318665775
64,10520-6101,10.3606214291067,177.297084320524,2.886751345948129,166.4712529615719,4.954484279673748,179.0,2.6666666666666647,186.42,3.04,23.46259103307475,26.31338972613332,20.239029610645566,217.43490370368133,14.512964316261488,3.7764198714585,4.357096001323563,3.279363249301384,42.59003966844076,52.754601178580806,35.22266084578679,4.059429395621151,5.577584901125543,2.4427247652730064,1.0635588164828145,1.5251283129144926,0.6282615295605349
30,11016-12703,11.1721046055392,92.65876396389064,0.8537134645256049,91.04771176198794,2.101707041890797,93.0,0.1666666666666666,92.82,2.62,47.32335791431348,51.91895033900065,42.35842344804343,309.0573422884672,28.87870626522916,7.610123718926812,8.860045672141348,6.530899690111006,31.71213577859811,35.31690536009376,28.292769491635685,9.3559729720069,10.768365884772397,8.104702551717077,1.228135554945517,1.503636776238639,0.9906276153860653
55,11017-12704,10.5573569222231,66.5943272613013,1.4141782083598056,69.18808695532873,0.7531156050936366,64.0,0.5,72.27,0.44,47.21176452152285,54.43687058164389,39.01495639849624,198.90278174220825,1.0438985150507192,3.679108406987562,4.310744073243598,3.149091204103066,44.74814859562601,55.9353908468078,34.63542937694347,3.8134006807643215,5.216470479013242,2.75292093141299,1.0377955413803304,1.4452450174609803,0.7149409014522128
31,11754-12705,11.0857639462401,66.0011223969968,1.6998300254957508,72.36621476192913,2.09211284465755,66.0,1.6666666666666667,70.86,3.42,44.88419538983643,53.32404416627815,34.937181913504794,131.51907606371583,5.274081180085071,9.179764253049935,10.70517164018522,7.988989026294621,9.235626968983194,12.298506518544103,6.796516321529579,13.046900746238672,18.18559487930761,9.34357792592662,1.416154943021965,2.0213306935697624,0.9674213604530958
32,11872-12702,10.9374027747059,163.2952762683862,1.7320508075688772,167.21582880515857,1.6417197545582924,162.0,0.5,160.67,1.0,53.31307985459234,55.86538656988516,50.67303043435383,228.3869124605397,5.206691336759481,9.533765870579678,10.599646951062052,8.546367615907542,13.081769354661349,15.124681731999097,10.923559058965198,14.078545567361015,17.904443189485708,10.906164622679077,1.4753783443258175,1.9194042779129048,1.1164503922592577
33,11957-9101,11.0164709134024,4.809779673532671,1.0998900164972505,6.416294673775944,1.3982196212517068,1.0,0.1666666666666666,4.81,0.18,49.67308964114138,51.026798922303314,48.29166222162971,337.9824233743697,20.45302939764869,8.109959789357415,11.199167227570436,5.761190305282381,26.049000287809385,33.504949649655714,19.30125024429911,11.308311645428958,15.97641770142909,7.913613393893008,1.4032610072868068,2.237358678737804,0.8472627550596696
34,11958-6104,10.9099038948411,77.6397634454218,1.484887118777796,72.90867188162477,15.633670347746994,75.0,1.1666666666666667,80.28,1.64,26.50672916884976,31.14193178188575,20.952841777514305,403.0343990406734,5.521608778092462,9.784929974425827,11.29505280430404,8.421869756994674,23.803468563677107,30.58773211670931,18.677524313057148,15.586651446632874,18.98279187331645,12.692466852537024,1.5954533273069431,2.040642340920581,1.2326076790370049
61,11963-9102,10.4201046389421,65.29087553599622,0.9393509307878364,71.48820896003011,0.8834927868976413,65.0,0.5,67.47,2.74,43.44454878787879,46.469556524978906,40.24041474147556,223.07103303673617,2.0955304769274794,5.145401531304865,5.938792914716252,4.4461281084198205,36.76958243946786,40.13245332832968,33.61316643640426,5.79599656296357,6.41911636585367,5.150421992401754,1.1223215257775336,1.3343731327755832,0.9313994639378608
35,11970-12704,10.9472321698039,89.89804228766374,1.4141782083598056,87.79565537955624,1.0966034737813073,92.0,0.1666666666666666,94.19,1.92,46.465670235274345,51.73764149436148,40.684139429171104,192.6116504360657,5.370472489221478,7.7118335821711215,9.09109107129984,6.53204248186371,20.12895436530529,25.343488276764408,15.068811645758696,9.276989738742571,12.330563938972436,7.152966284396988,1.2031141129315932,1.6652350515956431,0.88672886817584
36,11970-6102,10.8541294114466,168.16112405962767,0.8320214940922745,151.06420757056847,0.8871589686084496,169.0,1.5,167.79,0.55,33.62787064342538,41.4394479909378,23.70203359586496,367.6693936701177,15.456952353544796,5.293203233968537,6.072180369522016,4.57353248622524,26.248882321528416,34.42171015013379,21.541962150022904,12.452145126897996,15.098070931176425,9.95958897115409,2.347056469799398,2.996286204243061,1.7878709754417208
51,11977-1902,10.6908645829572,77.94131258255572,1.2477041515947818,115.19412273579,2.3183921574860453,78.0,1.3333333333333333,77.5,3.54,52.56455457462577,60.15281017458949,44.10662221196646,333.96414324957806,9.152356223912676,5.601086946909042,6.854551851500469,4.66117292998724,29.83975354962049,35.6515430117861,23.936183691221856,8.695881554319097,10.437462421797129,7.338165423497887,1.5478136022768318,2.0175120429968976,1.171241191264946
65,12084-3702,10.3199275522202,48.45042475705762,1.883344529683873,21.21574859563604,12.71437665625386,49.0,2.1666666666666665,46.76,3.81,26.18664794111563,28.410847887364493,23.770977887412528,244.06770293248093,3.0356660676681484,3.0314600875508955,3.3248093777955647,2.757126246736453,27.75803485137897,39.712118265983975,16.37241320265003,7.476700523367468,10.333453138532256,5.499245468537175,2.4694524061746423,3.4514070663720995,1.7788434636212986
57,12487-9101,10.5121673855976,178.98435822798976,1.2710851371525629,178.43941984303527,2.1389475952275347,179.0,0.6666666666666683,179.65,2.4,51.22405734111878,53.03136365007156,49.3697272047717,155.2105051145359,2.354763614477723,3.992843042633386,4.808476295735999,3.300412304120694,40.91406475368352,43.57537002164844,37.98756068281829,3.359319007273466,3.9185435856444766,2.757728930541015,0.8327116587003689,1.070033500026723,0.6321904883859057
59,12490-3703,10.4885920565184,-2.9179858100303173,2.828356416719612,-8.833592418641635,3.750836946988842,3.0,4.000000000000001,-26.71,1.98,21.173900258687887,23.06117935255624,19.11035577117857,247.8500419622916,14.517299179429118,5.089052297047937,6.142640498785421,4.211303132523495,20.93573311299514,30.325543823637343,14.313746422253978,9.210251206768044,12.600024367369988,6.261966127565462,1.8016300145064983,2.579052551359717,1.157781115478567
63,12700-6102,10.3694498050487,169.32332734243704,3.326075480089939,169.3258915687518,3.3264134162041805,160.0,1.8333333333333333,153.41,2.28,36.57717852228977,45.641231016167126,24.911325054109817,333.7079403956702,9.465949724871246,4.101284078919036,4.649065145987144,3.652538036495149,39.38660097667499,53.783871222199714,28.23956589719448,8.333208167327436,10.785023937472126,6.393634114636464,2.020934958311377,2.685420325866032,1.5063706166113964
