Gal,nsa_mstar,pa_w,pa_w_sigma,paph,paph_e,pakn,pakn_e,pamod,pamod_e,inc_w,inc_w_ep,inc_w_em,vc_flat,vc_flat_err,bar_med,bar_upp,bar_low,om_med,om_upp,om_low,cr_med,cr_upp,cr_low,R_med,R_upp,R_low
4,8444-12703,10.9349910439144,4.860806302772202,0.5656712833439224,20.98686174683665,3.313410418275019,3.0,0.5,6.72,0.39,37.23942533124385,38.427078894702845,36.018457391806415,237.73645500244825,1.2928444290060144,4.982252734424659,5.69917210439468,4.317556686955427,40.91184455383013,44.90406658717731,37.0273395790745,4.498993289614141,5.324085842124151,3.739274802105406,0.9024466395207476,1.114958057664311,0.7073968865858629
78,8450-9102,10.4285852533565,14.704984693314588,1.103569028510023,16.716973789146635,1.934946555239756,15.0,0.5,12.47,1.19,48.58221528804531,49.95466845051843,47.1801199441448,199.0143299316653,2.158558862138676,4.568661683999284,5.013650284444232,4.13480465569311,29.482463125714204,31.196027300412688,27.60716604025544,6.556998385494898,6.9840721185150665,6.127826010052027,1.4330713352565727,1.6081729266953526,1.2702203722454557
79,8453-12701,10.386242909404,108.9974203357414,1.33309635948745,99.6142292168136,2.7173324281450184,109.0,1.3333333333333333,103.87,0.95,41.61169621349907,43.87823011772648,39.239320373465695,149.51773858220136,3.996087049039446,3.798973879823789,4.016842426078554,3.5885345581394814,23.44769175083167,27.98200870594769,18.090986704889147,4.77093960537593,6.765728774807832,3.232212989488932,1.2510566438675734,1.78487783292445,0.8526980342530872
5,8454-12702,11.0217247550098,65.99864528631132,1.6998300254957508,60.070153685617264,12.864545589792751,66.0,0.3333333333333333,58.38,0.92,45.44838817459226,48.14150580518538,42.624316298149154,250.8816456915763,2.4635458607964025,8.320921751647735,9.158879436797282,7.525719761496979,26.08328358032892,28.21479974789998,24.29407690910816,9.881094770577558,10.618019230236984,8.869317404342452,1.1789160240818606,1.332156193597234,1.0213194897108988
6,8465-12705,10.9017612086082,49.29473270929848,0.7070891041799029,43.94891867876391,1.2939966753587622,50.0,0.3333333333333333,48.59,0.68,53.53156505988545,58.28487134716403,48.46607463822406,290.5616370383865,2.094364652967446,3.816712914237892,4.320001012551075,3.400088932983489,65.67790547564579,75.91118562086926,55.460023856476674,4.9091288740013725,5.236396261479592,4.598390142456398,1.2880407879516726,1.47779806662725,1.1097911766478852
80,8486-6101,10.7568184837962,114.88920892457358,1.1430566815703131,110.61398429741456,2.332525554266156,115.0,1.1666666666666667,112.24,5.72,40.357857123436645,43.16115923769578,37.38278130996402,192.67165170019663,3.856522062774649,4.223521499383458,5.29946233746457,3.317845382966941,27.461776439492848,30.42801640612753,24.53549544815674,6.807497017649451,7.582365205327223,6.075126171160588,1.613234224006033,2.079120790418847,1.2335455794364671
7,8552-9101,11.0468825614014,110.15946428674944,0.9307763233991772,108.20970769353264,9.6908780235809,112.0,1.3333333333333333,108.41,0.18,32.69238056976487,33.9539177585463,31.385988835426662,203.8369518276968,1.6949000900517417,5.848585685084007,6.397727919696074,5.304416942043539,26.74349837912217,29.41710840696664,23.7380662055137,7.14228669828679,7.794019647384666,6.515620401077292,1.2232752641140796,1.3903083075735565,1.0718791691984335
62,8561-3704,10.3978021428776,169.18692578078523,1.4141782083598056,169.37370125414856,0.0134197602924454,169.0,2.0,170.69,3.74,39.515015801247046,41.47803540680099,37.46679288081006,234.3166361893112,23.28362605020317,5.709850916411616,6.833074246148916,4.693990553970589,27.002402528537164,30.592578572090645,22.2036655456903,4.857567654692501,7.498944501940611,2.6507372884726776,0.8473005888300978,1.3720363020692588,0.4513280523627004
41,8589-12705,11.1097801918647,167.8358579328906,1.328668037528193,165.51963447467634,1.9695717276758065,172.0,1.0,169.77,0.61,25.016549409886384,27.268358896112108,22.55661031196434,309.24298372494513,1.2710478002161325,4.845378676077076,5.566908535119529,4.194686386997043,28.851275953063425,37.94737434332568,20.04589387555247,10.078190123134872,13.517699975774248,7.819671829204821,2.093030338232573,2.870252244511589,1.556100307080701
42,8596-12704,10.8869559229162,82.57631867818687,1.7677227604497572,85.89359498824152,2.4798112351729333,73.0,1.3333333333333333,79.26,0.78,44.96728119286246,48.01105655055228,41.75203425515832,258.20413356841254,1.5198484416403149,6.6947198902368745,7.730021771130124,5.787443949605779,25.5876804370296,29.97856031278124,20.86853369843901,9.496155903545093,11.283911243030785,8.133480244349904,1.4269368268826583,1.77687736421071,1.1446605346820131
81,8597-12703,10.7657700638738,170.36420210101429,1.923816399842816,169.2950238470929,4.5657842948439535,174.0,1.0,167.19,1.48,42.63932046837286,43.69305693699974,41.56410148826038,228.21679139712748,0.9118244351203046,5.073981175845842,5.5689605969250415,4.606031499447627,28.415127778709184,33.883705379470605,21.63294030340009,7.382902448816599,9.234713041497583,6.182215416657991,1.463552319943405,1.8566518754902264,1.1892895247943
82,8602-3701,10.3156010231528,153.12770288483438,0.7070891041799028,153.25523253995726,0.7703159033120983,153.0,1.0,154.86,2.32,50.006284463444935,51.65092393932574,48.32103708929955,175.38688670644515,3.093109361449645,3.248274149240081,3.576271126990346,2.943125025816598,26.92137865354477,29.85250068679741,23.39105326991691,5.776848845298636,6.511039729424857,5.190166631955765,1.7865588160452908,2.0894671279659085,1.5353380267268173
8,8602-12701,11.2934188899346,156.1912462752326,2.2441727117773134,156.18982691515728,2.244406267903275,151.0,0.3333333333333333,175.02,0.04,39.80888707389828,41.5961697434113,37.95202510934956,256.6926034043708,7.286950762025745,7.7870759335315585,8.169828809166784,7.402926695237806,24.67344906412408,31.478509005502666,16.633833363383076,9.438513220555896,13.692434215046935,6.880070118805109,1.213233936046903,1.761333582801807,0.8797651598674373
9,8602-12705,11.1856908870647,143.5420262634116,1.4998500224962508,159.34668664284757,4.070258873924862,148.0,0.3333333333333333,143.54,1.5,37.89470057671682,40.3864839286747,35.25505639123686,184.43864614819304,4.697764304137057,8.418759237679838,9.24884890980185,7.641220981582458,15.917000096798125,18.97537948694304,13.091919616364962,11.442956393751317,13.900674968542669,9.514232483629344,1.3601175078515482,1.693612721005601,1.1014696923033735
10,8612-12702,11.1625807597744,47.80141060003636,2.142545920690757,49.67741481360966,3.061113806685888,46.0,0.3333333333333333,43.46,0.41,47.51823500574465,51.46552984167654,43.30393132534434,287.7721634387958,0.7232959684851555,7.630591726046028,8.113113933901007,7.188810450706397,20.569725999499585,26.41686047126942,13.82667758407375,12.648489182518048,18.114373589552685,8.715805971645624,1.6490864010193838,2.387282645522083,1.1342809890297851
83,8615-3701,10.7945913343395,106.72470852704096,1.6612144801052475,90.45550664483912,6.82385431554786,106.0,1.8333333333333333,110.08,3.93,33.766371894975634,38.35991229636236,28.538798651652737,137.91628867950894,3.4699091825497623,3.629076421835187,4.7892316571779725,2.7569912309397315,29.72887994076354,35.182882454822845,25.453761429666525,3.65513224537712,4.55557912642408,2.7453543085680145,0.9903448773871,1.4129336795195928,0.6579719002018835
84,8616-6104,10.6614429548512,32.043987195516955,0.7312011799147735,33.2439794817148,1.0719496461452802,31.0,0.5,28.81,2.29,61.6045345640419,66.14490136271722,56.860169005270905,251.7104091197244,6.659277302970572,6.969392200298796,8.220498955062563,5.969258504755455,24.105564160774968,27.46743166712535,20.00217211741792,9.81117172511794,11.681471464770285,8.352337928189112,1.4137507073508269,1.7823725321538828,1.1155082267722225
43,8622-12704,11.0679177491703,76.64577067075673,1.269714706562526,78.57453479411429,3.014773800879084,75.0,0.5,76.23,0.72,42.782175487411344,44.65304303537052,40.8428036767079,265.3438510945733,4.795907036148203,5.913391776265483,6.191757164946532,5.629007238275666,27.34034246438955,33.5956034164934,18.39083306474689,8.519118083289182,12.078445527705613,6.52377441553146,1.4418949524364812,2.0556287775988817,1.0997061160121284
85,8624-9102,10.6078685707208,141.99823262059374,1.33309635948745,136.98495608096266,1.3974214786134067,142.0,1.3333333333333333,137.07,1.9,46.55427536031346,48.59384324794522,44.44345733039914,198.3738919311319,3.4750788427168624,5.401589207549122,5.918996876993649,4.905982689223501,25.31233905779529,30.44109428268868,18.508396171234264,7.066870983246185,8.854958608325017,5.967009987292326,1.3179515044241872,1.6804288548089832,1.0772814924674494
11,8625-12703,10.9911003452514,88.00066100094529,0.9999000149975004,91.64133145471224,0.2664944563557426,88.0,0.1666666666666666,90.97,0.18,69.123066209293,69.52398465025094,68.72107490831624,266.77922333458883,3.731735026575398,7.394643603764036,8.136863685683245,6.674410563309428,27.636573824643506,33.964919948153025,19.30162046976653,7.6666017877545505,11.148116533461774,5.7680925647211385,1.0435296448667484,1.540593319854173,0.7691914266902755
12,8655-3701,11.0497031283673,147.99928709548422,1.6998300254957508,149.04952903285815,9.527683236232432,148.0,0.8333333333333334,139.82,1.14,36.0308596780726,42.77194033151742,27.9523080303058,140.82081084525726,3.189323533738219,9.211650486194584,10.564693448904707,7.984983463862607,15.413810782322695,20.64540004601848,10.48452253504268,8.724717064452555,12.127648594673822,6.337024960471499,0.9529194916976476,1.3714754801997604,0.6650042488425908
44,8656-6103,11.1778606670289,14.580500237498567,1.5555960291957862,24.58525020891844,7.749142360542845,12.0,1.6666666666666667,17.16,1.09,27.39348322339745,32.42766979485497,21.30391831537573,254.2654986010156,3.695967793952814,4.752414466349833,5.483728679969905,4.105227626392089,32.68629098175376,43.6670505601664,24.100659659722425,7.854995640487386,10.309182327318364,6.0509634220054265,1.6505736573563126,2.2479942505022725,1.227779608922311
86,8713-9102,10.6460821399338,151.54614831112968,1.0606336562698542,174.51237090475158,3.2947804920585284,152.0,0.8333333333333334,151.09,1.39,34.57264175380319,38.78524140869104,29.85183537037997,131.94725186920272,26.246616763787458,5.267601683056098,5.806342653185902,4.76351114856593,21.10053300142816,25.13056301470601,17.789228111202263,5.313678155835248,6.931075527612964,3.968326731945489,1.0046021281813142,1.341563527636059,0.7402412457639223
13,8715-12701,10.9127840562675,134.0014815016213,1.3331930968591916,141.34648779076912,3.102073447220164,134.0,1.3333333333333333,140.74,0.62,40.19343413354164,41.31336319470037,39.04696946818938,257.6630240847836,4.231642710911385,5.747627221679096,6.591550065357685,4.97765147924952,25.68952712214331,29.515062603019672,20.27023574762584,7.815511279391072,11.230784050834762,5.922598796714165,1.3729407199426975,2.015702097515931,0.9982990839468874
87,8718-12701,10.6883089395368,72.14373121999107,2.4197539873799623,99.98548024714565,8.173773169900473,81.0,1.5,72.14,2.42,36.95759560959453,38.81781617035677,35.01335774549067,132.2894664260447,3.26915945390578,8.162123069460778,8.958252301780346,7.422963129113247,9.981268225587554,11.570266495055938,7.783276137617192,12.266021700021236,15.91504521980332,10.23651805815595,1.5162628010569106,1.984899757128007,1.2270515438661391
14,8721-6103,11.16387875865,50.76718205977036,0.8003271629706531,52.8838049872076,8.835113712666377,51.0,1.1666666666666667,50.56,0.93,32.72868306423567,38.17190263039415,26.32146359328802,352.8125172701477,3.4693841277390822,5.131476616937208,5.9753967788858615,4.384002515589325,40.597341637438205,53.71292013220489,31.305857370741634,8.493901026087574,10.75809509680784,6.257696385804296,1.6430895395419896,2.186125549262109,1.170509131659052
15,8938-12702,11.1162177752436,53.35452115914128,1.4141782083598058,43.77770398458081,4.307568092839015,55.0,0.1666666666666666,51.71,0.54,43.915119588399136,45.32482217605962,42.46842653503781,303.3735513615677,2.520479359719462,6.943510099889344,7.270764856901286,6.615583734959512,25.94555157303781,34.11532904585523,16.758291913119145,10.753966682202275,15.906406205207222,7.4642872424446995,1.5486814761425591,2.2904607613031613,1.071942399039303
16,8940-12702,11.002387601335,140.23754317604565,0.9218073564838964,140.81236544393033,1.307361657080392,132.0,0.6666666666666666,139.67,0.37,44.74902640964439,45.784221766666704,43.69460670418801,240.11407371453348,3.161646210207045,5.712706582365126,6.860264454526358,4.713508576009465,36.729560828890286,38.92551260285535,34.336628986462266,5.652492674685471,6.052460367353492,5.278013119295314,0.9925594029704026,1.2041574423831811,0.8070942743703481
17,8948-12702,10.9994517245015,1.0004038217379674,1.3330963594874516,11.41230491954256,4.815155897966255,1.0,1.333333333333335,-7.14,4.65,19.801272166959563,20.92204308746662,18.61599408800407,246.530414716032,5.69026580178661,3.3712174452379964,3.880697140268,2.915983139489357,46.49994723244366,75.01955870386831,25.414530534890865,4.146823927875073,5.35241873890639,3.632940889955801,1.2687149033618206,1.6378053675752446,1.0057025087234366
89,8978-9101,10.7456328742478,93.58082460939902,0.7070891041799029,110.07301258954958,1.1434707228273964,93.0,0.6666666666666666,94.16,0.69,35.14624902456129,37.83359621613694,32.26639163282386,202.0722520974664,2.32764684235491,3.842455721712009,4.223473037263703,3.493407682770121,26.576429196170885,30.20910883017092,22.54138383036054,6.441288667209403,7.620576463367191,5.499254037142531,1.67806285982652,2.03907379792543,1.3862381707946263
88,8978-3701,10.4389017178279,19.6275316854738,1.435297056615401,21.186635944799768,2.6787111852611414,19.0,0.8333333333333334,15.5,6.61,46.35912724687814,51.47110227793439,40.76775586395089,245.1063443451601,47.67663913000679,4.784510475348041,5.309386298062488,4.320811203304545,32.6397395174903,45.59421835782297,21.44947758798316,5.844941898826365,8.194294496481824,3.9684457552939087,1.2134126516066248,1.7412694605202608,0.8096918678155404
18,8979-12701,11.2179030171951,120.99569590476204,1.0606336562698542,134.91379114593033,0.6139029267583321,123.0,0.5,118.99,0.27,50.56455511313538,51.22478450189093,49.89800809334655,286.4899137664388,1.249228390504364,9.330953405464918,11.217145885468474,7.7170902059998,24.669999215040608,27.42164851545143,22.164279718384847,10.416183138131316,11.686589580475149,9.141380825744774,1.1159991314552136,1.388312195499804,0.8842055934017844
90,8983-12701,10.5248403075695,70.3818124952374,0.7937734896048433,69.96620261871222,2.132977988823411,70.0,0.5,71.67,1.65,51.64605167617331,55.79344372789789,47.24558317235285,245.61823258960536,7.405449935581642,3.09273235938444,3.643457888404382,2.6078576332807524,46.60300443544536,55.57345555858047,37.39740210512408,4.811083243156854,5.824311807893355,3.804227185116809,1.5478883667546612,1.9964913839913248,1.164882151435604
91,8983-3703,10.7681921398517,174.91300048010888,0.5773502691896257,174.99900144032662,0.0630120453321587,174.0,0.5,175.74,0.36,57.878148162569175,61.218107489850745,54.41102240542921,205.1020548283352,2.6630642095942454,4.073448937290342,5.405691749233898,3.011879274682161,29.186020454894454,34.1116031162092,22.61512117658385,6.914316833991276,8.892509686841949,5.441441081353469,1.7122823760456312,2.5328644318362152,1.1684558210004536
92,8984-12704,10.4407760872757,113.99930990479253,1.6998300254957508,125.5976677343278,10.114657226084052,114.0,0.8333333333333334,95.5,2.3,35.089887778708714,41.11641890610285,27.978048449443914,255.2584219662964,5.037560447382489,5.820696505532414,6.436743547547276,5.238687431792872,21.343637549062752,26.51703157394756,17.33795841877923,11.378227336003826,13.248656011841923,9.781732415352456,1.9594569222099063,2.3540110282113926,1.6222356555577828
19,8985-9102,10.9785860865041,127.00926365000684,1.6998300254957506,122.65502736816022,1.6297631996668247,124.0,0.1666666666666666,127.01,0.43,57.538392241915865,59.1488976380997,55.89855072137819,294.99135411916774,7.613177057693865,8.38255829884644,9.267220159181532,7.538974250305182,23.1168652602808,28.594321969988872,14.061357122266507,10.250436430504474,17.500201488974117,6.06146477857219,1.2322120747097127,2.1079098772288547,0.7171127128176605
93,8989-3703,10.617831104424,36.13479383450173,0.9192158354338738,32.011483869076194,4.244343226771088,35.0,0.6666666666666666,37.27,1.04,46.26069289681603,47.48684040790393,45.00889981635034,363.1876856784132,20.40464195624451,4.687905649495004,5.370641432622729,4.062839422353745,46.29230889271019,51.018804585513074,40.85045304645432,4.837236952959465,6.303013857596289,3.604664328835215,1.034848958650047,1.3942831716709507,0.7335891520095712
20,8993-12701,11.1109748879798,137.96453177943613,0.9192158354338738,128.60012050239783,1.602649264939674,139.0,0.5,136.93,0.67,54.92161705054755,62.36488834854405,46.72080523608059,307.27111253432173,1.1351257303242066,6.48858600771229,8.103978215665897,5.341851755765114,53.04578796233205,67.30317186953113,37.54096426991482,5.651409997601792,7.133831315636005,4.7191738018461935,0.8796685238579781,1.194681580557221,0.6481482492367457
21,9025-3703,11.0572870790315,51.97865012182758,0.7070891041799029,24.98108667308242,2.867542740841228,53.0,1.0,50.96,0.63,32.581651809129355,35.18147014181861,29.782350877385124,303.5214627269098,17.591953310252677,5.5951775913982384,5.903457506131526,5.305488588015486,32.21407762589992,35.55884543707858,29.1676443708262,7.471432323845065,8.031882370587082,6.721022044914044,1.3287480329844472,1.4503020815076717,1.184440138476644
94,9028-12704,10.6827820654609,55.63217633125274,0.8660254037844386,56.25652899375821,1.3805284371770998,57.0,0.3333333333333333,53.64,0.7,49.29798019959242,51.21369392123767,47.32548381779748,239.88283332019128,0.927817085362419,4.646029935920559,4.911564065641807,4.387330101032225,35.74139082995298,45.8943775258638,26.02573692879475,6.463897834433896,8.795937543049229,4.886818349263051,1.389131962735723,1.9111055053610104,1.0467338932681374
22,9029-12704,10.827668908385,115.9988838923482,0.9999000149975004,110.12669126675068,0.9547302796727664,116.0,0.1666666666666666,110.71,0.54,51.1844362657388,53.67976522607477,48.59836987783899,227.6313565472922,0.7809171278705843,5.149230215235509,5.935982030707078,4.431902952138641,27.729758026903788,30.97715115193417,24.12334647688329,7.975855020788956,9.082107466848528,6.844501222630786,1.542197725330884,1.8656549850354995,1.2499739008336928
23,9042-12703,10.8480210566573,146.97972660749943,1.0606336562698542,141.5118765960858,0.5787621010273737,147.0,0.5,146.96,0.98,40.059633739031575,48.854768629206525,29.216670837309287,334.56143887118526,12.759283549644652,6.859159374673984,7.617208089742864,6.2697939800739855,36.867942517759104,46.82235005734343,31.104581832605344,9.086011081252389,11.030531389650577,7.392964668623802,1.3119704155982452,1.62145082743637,1.0435821009083377
45,9046-12702,10.8736068749459,41.06933939561607,1.1587498668010414,39.729984466543215,2.021265173447816,41.0,0.6666666666666666,42.45,0.37,43.23158377791623,44.017567890314425,42.43395847706091,245.1966800052297,1.494691485829056,5.088685883608809,5.572030042644752,4.6215642912139,30.971880401231125,34.816500183820175,27.00971961614926,7.387050425133528,8.19574079501176,6.280978119348241,1.438397723689559,1.6646832713606612,1.2095654233797346
24,9047-12703,11.2716665020986,104.72491200497612,0.7070891041799028,103.44926350115274,0.5368001039777378,106.0,0.6666666666666666,110.33,1.15,54.10366948037784,54.67137537707966,53.531862611054514,310.9477823081273,2.507669270870189,11.821898105076691,12.399294926081446,11.252618726940526,21.51131404544054,23.101062648100765,19.663163877471344,13.488579277321366,14.644865669453663,12.564310878347191,1.142818388898291,1.257924697930998,1.048109105852049
